uuid,source,orig_id,city,country,continent,lat,lon,datetime_local,sequence_id,sequence_index,split,img_path,glare,lighting_condition,pano_status,platform,quality,reflection,view_direction,weather,rel_path,sha256,size_bytes
19afd42d-4343-43ff-83c2-f61ee3676f0b,Mapillary,768610213840372,Dar es Salaam,Tanzania,Africa,-6.8106413989251,39.286202788352966,2018-10-01 18:19:25.399000+03:00,cMUkc3OMRSO3jUkPR6Nwnw,484,train,img/3/19afd42d-4343-43ff-83c2-f61ee3676f0b.jpeg,no,day,False,driving surface,slightly poor,no,side,clear,acquired_20260908/img/3/19afd42d-4343-43ff-83c2-f61ee3676f0b.jpeg,0cf8d5ba92147a47abf4cec185a99da8e4b6375df76d5b86b21ec9ee6772a7d1,255858
21e06234-3098-4035-95fc-349bc0ed9692,Mapillary,2945246202419294,Pietermaritzburg,South Africa,Africa,-29.59978606652598,30.37868320941925,2019-07-24 11:24:07.152000+02:00,gfofj79ikaatyb80l64ecn,208,train,img/3/21e06234-3098-4035-95fc-349bc0ed9692.jpeg,no,day,False,driving surface,good,yes,side,clear,acquired_20260908/img/3/21e06234-3098-4035-95fc-349bc0ed9692.jpeg,0a92fde322e4fbd2ee6b6d7e39343cbc903c3567bbd3a80462250b271dc80d56,261016
2899cf41-5045-458c-b851-604b7d348409,KartaView,234680355,Ait Melloul,Morocco,Africa,30.31765,-9.503256,2018-04-16 12:09:42+01:00,1171529,5056,test,img/3/2899cf41-5045-458c-b851-604b7d348409.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/3/2899cf41-5045-458c-b851-604b7d348409.jpeg,7afc4acb662bba8fabb68fc9a16d6857b0676c8764ca31f5b0992fe859cbd95b,1121683
29ad9bd1-c79a-457d-a01e-98fd0632d6a9,Mapillary,962883601188380,Dodoma,Tanzania,Africa,-6.1737609852970365,35.74546158313751,2018-09-21 19:00:26.440000+03:00,TQI609-TQ7-yFI3R3aNwkw,146,test,img/2/29ad9bd1-c79a-457d-a01e-98fd0632d6a9.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/29ad9bd1-c79a-457d-a01e-98fd0632d6a9.jpeg,f3dc1f3083e631aa493ac9a7c6273b138aa0afbeceac4c316f3c7583aa3ae071,333785
2c4a8f38-b2f7-4882-b23a-98db51394a69,Mapillary,846309712711373,Chililabombwe,Zambia,Africa,-12.366753126263362,27.82572448253632,2021-10-12 16:03:10.131000+02:00,rqsgLK27GZOzEVN9a46xlf,112,train,img/3/2c4a8f38-b2f7-4882-b23a-98db51394a69.jpeg,no,day,False,driving surface,slightly poor,no,front/back,clear,acquired_20260908/img/3/2c4a8f38-b2f7-4882-b23a-98db51394a69.jpeg,b84ba89d93d6dc528fc75515b5c4c3872e042d9b4aa99449b606963c730c6c08,170736
2d5957b0-f8ad-4587-956b-13d8dba227f3,KartaView,234589233,Ait Melloul,Morocco,Africa,30.332402,-9.50694,2018-04-16 11:43:05+01:00,1171529,3748,test,img/3/2d5957b0-f8ad-4587-956b-13d8dba227f3.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/3/2d5957b0-f8ad-4587-956b-13d8dba227f3.jpeg,477eeb5b801134cd8501127c64c0ef247b020f4eafabf16ddd0f2d8fc4d30fa2,1423222
31dcdf71-9d7c-42a8-b85e-765e19a1dd69,Mapillary,540270920684303,Vereeniging,South Africa,Africa,-26.668514757380763,27.93457925319672,2018-07-10 13:08:29+02:00,-ztqYEledG1kWIMwzHwNcQ,82,train,img/1/31dcdf71-9d7c-42a8-b85e-765e19a1dd69.jpeg,,day,False,driving surface,good,,side,clear,acquired_20260908/img/1/31dcdf71-9d7c-42a8-b85e-765e19a1dd69.jpeg,d903a696184db2f853265652fbb98e856d4a19e7c2414b2b855adfc162dfcbde,200766
4be4dd8c-ecb3-4393-9c02-3af467a61908,Mapillary,457348818884148,Pietermaritzburg,South Africa,Africa,-29.59990267506283,30.378511548042297,2019-07-24 11:24:08.547000+02:00,db29x0vx87w7pnfvyr7229,209,train,img/3/4be4dd8c-ecb3-4393-9c02-3af467a61908.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/3/4be4dd8c-ecb3-4393-9c02-3af467a61908.jpeg,0996058f1cf4121f5730344fdd53cc6df9048feb8a8a63c101cb78dc787a3103,248846
512dc7f4-d51b-4459-b411-ef580e9ffc43,Mapillary,574770396797875,Nyeri,Kenya,Africa,-0.60783600000002,36.860671,2017-07-02 18:23:15+03:00,u40ekrr3p46yaf3ttndj0v,1,train,img/1/512dc7f4-d51b-4459-b411-ef580e9ffc43.jpeg,no,day,False,driving surface,very poor,no,front/back,clear,acquired_20260908/img/1/512dc7f4-d51b-4459-b411-ef580e9ffc43.jpeg,e470dae88e79575a11f9ff9bbe03a98cd401742bb8d0c51675eb0423c78b1e56,162481
52803daf-9698-467a-a0cf-b103de7ea86e,Mapillary,559077875470070,Pemba,Mozambique,Africa,-13.031922734018,40.550173239317,2021-07-21 12:20:41.605000+02:00,Ae8zZ4VwWhSOirLqTuRNax,40,test,img/3/52803daf-9698-467a-a0cf-b103de7ea86e.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/3/52803daf-9698-467a-a0cf-b103de7ea86e.jpeg,af11c4120c011ca5226947e651a03d2587f52b2a232ed8700cbb9feb3a7550ac,351105
57358dbc-7867-4e36-9c80-30609f943578,Mapillary,836916343929262,Pemba,Mozambique,Africa,-13.033109010891,40.552706697948,2021-07-21 12:21:25.593000+02:00,Ae8zZ4VwWhSOirLqTuRNax,60,test,img/1/57358dbc-7867-4e36-9c80-30609f943578.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/57358dbc-7867-4e36-9c80-30609f943578.jpeg,2b657e46361eebc9b477036aaa78d42a7e1e60a14bfa5d41d8993344e53b30b2,417732
598b0955-340b-47d5-b233-d9f4dbcc91e8,Mapillary,2859145160972480,Kolwezi,Congo (Kinshasa),Africa,-10.78039,25.561245,2018-07-20 17:52:42.100000+02:00,9wtc5km5x1szsak9zayk60,195,test,img/3/598b0955-340b-47d5-b233-d9f4dbcc91e8.jpeg,no,day,False,driving surface,slightly poor,no,front/back,clear,acquired_20260908/img/3/598b0955-340b-47d5-b233-d9f4dbcc91e8.jpeg,7168e9b714e7c9e18e8a31b7d477087b1fa7b954adb84fd164f2f2dccbca1358,66082
651012a4-fd33-4329-891c-9abaefea17a5,KartaView,591182318,Kampala,Uganda,Africa,0.32231,32.569465,2020-02-10 14:35:55+03:00,2081942,55,train,img/1/651012a4-fd33-4329-891c-9abaefea17a5.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/651012a4-fd33-4329-891c-9abaefea17a5.jpeg,bc92afec193193d4077334839b91cd48d57c89edd5fdfbc6e8bcf9fa2df6f91a,306840
6c98a702-71ce-42b2-9b5e-c89a8fbe1277,Mapillary,288849619608486,Vereeniging,South Africa,Africa,-26.684793141365965,27.93150007724762,2018-07-10 12:40:03+02:00,HHpJcG8KodoVVDSc6CZfmA,467,train,img/1/6c98a702-71ce-42b2-9b5e-c89a8fbe1277.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/6c98a702-71ce-42b2-9b5e-c89a8fbe1277.jpeg,f7f8fd8abdaf2a8809840f195042f5928e01e807d0af51d7aad75eed484af3c0,223442
7136c2a9-fb67-4e31-b76c-b10b953d3aba,Mapillary,1127262501111572,Ait Melloul,Morocco,Africa,30.32131306198687,-9.496473670005798,2018-04-16 12:20:17+01:00,08YQpOyVvHBiDTDqV8Ymbw,235,test,img/3/7136c2a9-fb67-4e31-b76c-b10b953d3aba.jpeg,no,day,False,driving surface,good,,front/back,clear,acquired_20260908/img/3/7136c2a9-fb67-4e31-b76c-b10b953d3aba.jpeg,46495902525dfec64ffce54aa5184f725773ab04ad13a04f57d1f51961c5b3b7,294509
7a13c886-0e26-4621-a59a-c1370b730e38,Mapillary,213617226961681,Nyeri,Kenya,Africa,-0.60783600000002,36.860671,2017-07-02 18:23:15+03:00,u40ekrr3p46yaf3ttndj0v,0,train,img/1/7a13c886-0e26-4621-a59a-c1370b730e38.jpeg,no,day,False,driving surface,very poor,no,front/back,clear,acquired_20260908/img/1/7a13c886-0e26-4621-a59a-c1370b730e38.jpeg,f8a58b763054c2eab106317a52d99d11f002c2dee630fad85d6e3b892d1be015,162488
7b877301-2667-4c56-8252-74b8ffa6c7a2,Mapillary,1815089718665987,Kampala,Uganda,Africa,0.3230381778687814,32.56947934627533,2019-06-23 19:07:25.700000+03:00,122u01bfkba2fz6wub5ur2,763,train,img/2/7b877301-2667-4c56-8252-74b8ffa6c7a2.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/7b877301-2667-4c56-8252-74b8ffa6c7a2.jpeg,1eafacc132db7e3cc6328e0d02effc1398235716963ceaaa59a5eb825263aa83,126348
88dd783b-6f05-4661-897a-0eda676166ee,KartaView,234548817,Ait Melloul,Morocco,Africa,30.333919,-9.506826,2018-04-16 11:33:05+01:00,1171529,3224,test,img/1/88dd783b-6f05-4661-897a-0eda676166ee.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/88dd783b-6f05-4661-897a-0eda676166ee.jpeg,4c5bd51bb39a8c6620044fed813408fb4101928216a6fd619be02be6c494c39f,1353112
8d18e06a-5386-4a45-aa55-c130967e589f,KartaView,1033679326,Maseru,Lesotho,Africa,-29.313894,27.477313,2000-01-01 04:57:46+02:00,2866622,35,train,img/2/8d18e06a-5386-4a45-aa55-c130967e589f.jpeg,no,day,False,driving surface,good,no,,clear,acquired_20260908/img/2/8d18e06a-5386-4a45-aa55-c130967e589f.jpeg,b6eecbd9b7e6354d5dfe645831ad069df460bc3422a39a5cf5f929e73e4270ce,1256538
91b5abb8-cbf7-47d9-86fa-c8107c255bdb,Mapillary,1420553924945752,Komatipoort,South Africa,Africa,-25.365591729056,31.899834098289,2017-11-14 06:50:48+02:00,a94gDczR_tytH_mAky-D3w,579,train,img/3/91b5abb8-cbf7-47d9-86fa-c8107c255bdb.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/3/91b5abb8-cbf7-47d9-86fa-c8107c255bdb.jpeg,5113687d1c79105380298c3b56a8d27696934e1644676002ccf3bcb209b9e7bd,398140
92ac25ea-0b0c-41dd-b2b8-0c8a58e06b22,Mapillary,459323372040283,Oran,Algeria,Africa,35.70254403049941,-0.6237584352493286,2019-01-30 16:30:40.039000+01:00,ZrEy1faQSEaW5F9Y0Z8tuA,195,test,img/2/92ac25ea-0b0c-41dd-b2b8-0c8a58e06b22.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/92ac25ea-0b0c-41dd-b2b8-0c8a58e06b22.jpeg,53ab7da7056cd5c0416f8058abb43a7e16ff3507fd323c668b3704dfafc3b553,194736
93033e1c-6ba4-4a27-b95c-f3bfc593b8dd,Mapillary,908561969981356,Kolwezi,Congo (Kinshasa),Africa,-10.781075,25.56392,2018-07-20 17:52:26.200000+02:00,9wtc5km5x1szsak9zayk60,187,test,img/3/93033e1c-6ba4-4a27-b95c-f3bfc593b8dd.jpeg,no,day,False,driving surface,good,yes,front/back,clear,acquired_20260908/img/3/93033e1c-6ba4-4a27-b95c-f3bfc593b8dd.jpeg,43cce3238e280778e6ecaa60fda939b2a185422495289df2a9f81675a57b6f8e,77479
a2b38756-a474-42e4-9396-aa09aa3217f4,Mapillary,1869365656572198,Kampala,Uganda,Africa,0.3237891844285485,32.5680148601532,2019-06-23 19:03:58.700000+03:00,122u01bfkba2fz6wub5ur2,559,train,img/2/a2b38756-a474-42e4-9396-aa09aa3217f4.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/a2b38756-a474-42e4-9396-aa09aa3217f4.jpeg,6b4aeaac6aab543b65fdabb59d719973be482b1b742da3926335b565761c0ad6,149356
a6ef5134-3b2f-448a-9750-10f494187821,Mapillary,393674871966982,Saint-Louis,Senegal,Africa,16.025211308196106,-16.488820910453796,2021-06-17 13:40:50.793000+00:00,DbaQqgLHkj5doyOB2Ku71x,75,test,img/2/a6ef5134-3b2f-448a-9750-10f494187821.jpeg,no,day,False,driving surface,good,no,side,clear,acquired_20260908/img/2/a6ef5134-3b2f-448a-9750-10f494187821.jpeg,eb6b13134e2036c7e6cab7622b49820ab7b6a4a2621e2d77935d938b7d5f284c,424281
a7d82c17-4665-460d-b354-dddfa10ad21a,Mapillary,516513339372955,Saint-Louis,Senegal,Africa,16.025438170238672,-16.4967280626297,2019-01-10 13:16:56.081000+00:00,bEQwhUw6Q0uDIY8Uwd5sTw,22,test,img/1/a7d82c17-4665-460d-b354-dddfa10ad21a.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/a7d82c17-4665-460d-b354-dddfa10ad21a.jpeg,c298e6340a70967fbda7df7c7ee3d6935ef0dd9c02e6bc785c7e9566befa50b6,338727
a98ed234-d1c8-4e33-85a7-f351a91e48d9,Mapillary,2862616980653573,Oran,Algeria,Africa,35.704299566427096,-0.6334948539733887,2018-12-11 13:34:37.300000+01:00,51asllrlwsj441qli7vcxt,537,test,img/2/a98ed234-d1c8-4e33-85a7-f351a91e48d9.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/a98ed234-d1c8-4e33-85a7-f351a91e48d9.jpeg,a3e8adce151efa5e08a83e43bc3c8c97bcbdedf3f465248caf688dfbb0a7e7af,312817
ab05ed62-54a5-4a1d-9e6b-e24050961e0e,Mapillary,464956407930895,Komatipoort,South Africa,Africa,-25.366395385933,31.900989878922,2017-11-13 17:16:08+02:00,5Nk7zvhjI9E1a1v5Omoqow,111,train,img/3/ab05ed62-54a5-4a1d-9e6b-e24050961e0e.jpeg,no,day,False,driving surface,good,yes,front/back,clear,acquired_20260908/img/3/ab05ed62-54a5-4a1d-9e6b-e24050961e0e.jpeg,d3d2fd61d917db89614c7a9fbaf5ab63d9266fb7ab2983ffd29a91f354bc1967,339225
ab963cb3-c5b4-4e24-adc9-9445dfae9c4a,KartaView,1215168765,Tripoli,Libya,Africa,32.864851,13.205137,2021-01-04 15:07:26+02:00,3351189,347,train,img/3/ab963cb3-c5b4-4e24-adc9-9445dfae9c4a.jpeg,no,day,False,driving surface,good,yes,front/back,clear,acquired_20260908/img/3/ab963cb3-c5b4-4e24-adc9-9445dfae9c4a.jpeg,1e3265e8c3eb79c01e92f9aefa622a0307315d55759e2808424af841b3a7c167,370578
ae0c137a-a1cc-4372-8392-0df10878fbed,Mapillary,317870213044274,Dar es Salaam,Tanzania,Africa,-6.802273293906225,39.2852908372879,2018-10-01 18:47:30.209000+03:00,D9IEZz8WT3uazVQ3KZ6-Vg,44,train,img/1/ae0c137a-a1cc-4372-8392-0df10878fbed.jpeg,no,day,False,driving surface,very poor,no,side,clear,acquired_20260908/img/1/ae0c137a-a1cc-4372-8392-0df10878fbed.jpeg,616f4b548828df40de08adb1dc8d8fbda27bf32ca571b4df0ae446818361e51a,245681
b7095278-acfd-4eda-83e1-ddfe7011e830,Mapillary,329263958627038,Komatipoort,South Africa,Africa,-25.365360220889,31.899423133578,2017-11-14 06:50:50+02:00,a94gDczR_tytH_mAky-D3w,581,train,img/2/b7095278-acfd-4eda-83e1-ddfe7011e830.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/b7095278-acfd-4eda-83e1-ddfe7011e830.jpeg,930a45076af7b67d10d3fbf2c4230da3a73dcbf26fe715abc7ec0614c9b3c257,473191
b786a81c-f015-44f3-959f-804e4be20c16,KartaView,1034279310,Maseru,Lesotho,Africa,-29.313137,27.479326,2015-02-17 20:34:02+02:00,2868798,25,train,img/1/b786a81c-f015-44f3-959f-804e4be20c16.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/b786a81c-f015-44f3-959f-804e4be20c16.jpeg,91b7a57ddf82277dcce8e2b83cf4e1a82dfd25cd2123fc845f1eec72ba87239e,438501
b9ef408d-9b7e-49be-896a-c7ea8948470c,Mapillary,467578977653957,Vereeniging,South Africa,Africa,-26.673792544549343,27.932299375534058,2018-07-10 12:52:55+02:00,f-l9MAUpo3t27lqRTzu_0Q,278,train,img/1/b9ef408d-9b7e-49be-896a-c7ea8948470c.jpeg,no,day,False,driving surface,good,no,side,clear,acquired_20260908/img/1/b9ef408d-9b7e-49be-896a-c7ea8948470c.jpeg,16c8196c1bb5676e17aa53d08784749dc237afffad641340257ff997d3ae6049,201961
c6a8f327-6235-4978-8f5f-5a1f7d9456a4,KartaView,1034279694,Maseru,Lesotho,Africa,-29.313034,27.478866,2015-02-17 20:34:59+02:00,2868798,53,train,img/1/c6a8f327-6235-4978-8f5f-5a1f7d9456a4.jpeg,no,day,False,driving surface,slightly poor,no,front/back,clear,acquired_20260908/img/1/c6a8f327-6235-4978-8f5f-5a1f7d9456a4.jpeg,59493ecce37031cd7c9d03a276166559c2602c05d69d9a7085546e6ecc8b4b6d,364194
c781023c-2174-40c6-bd12-1b065ec1db71,Mapillary,1021775975023805,Kolwezi,Congo (Kinshasa),Africa,-10.779621700002,25.559078300002,2018-07-20 17:52:54.300000+02:00,9wtc5km5x1szsak9zayk60,201,test,img/1/c781023c-2174-40c6-bd12-1b065ec1db71.jpeg,no,day,False,driving surface,good,yes,front/back,clear,acquired_20260908/img/1/c781023c-2174-40c6-bd12-1b065ec1db71.jpeg,4f4e9ec25f7d93f3435e22cb2b25eedfdb4684736643df9495de1d3dd4db80da,83301
c9e4ac5a-7d94-4b4e-a77d-fc72de76a35d,Mapillary,3722568884535572,Goma,Congo (Kinshasa),Africa,-1.6784204082312328,29.22482907772064,2019-05-17 11:30:01.192000+02:00,miovpjz2hg13f7u3331ugf,268,test,img/2/c9e4ac5a-7d94-4b4e-a77d-fc72de76a35d.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/c9e4ac5a-7d94-4b4e-a77d-fc72de76a35d.jpeg,7568c6fd4232e226cb53ea329b08e8822a167717443d536d40355797dc57b8b5,321759
dedb0547-b293-4a2c-8977-436c91e47b0e,Mapillary,488721729214862,Saint-Louis,Senegal,Africa,16.02550519761097,-16.48746907711029,2019-01-10 12:37:44.101000+00:00,-x7zbriJQq6wwm7RjSxy3w,14,test,img/2/dedb0547-b293-4a2c-8977-436c91e47b0e.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/dedb0547-b293-4a2c-8977-436c91e47b0e.jpeg,7c393e9d8e12cef22f937a86ce432e7e8a288028248ecaaa75bf2a59924c0c38,257069
f252aa94-03c9-493d-930b-3e442ad0b010,Mapillary,135603905177039,Pietermaritzburg,South Africa,Africa,-29.610098404205367,30.371317863464355,2019-07-24 10:30:05.535000+02:00,4kqlld1m2ijr3swkldsaoi,218,train,img/1/f252aa94-03c9-493d-930b-3e442ad0b010.jpeg,no,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/f252aa94-03c9-493d-930b-3e442ad0b010.jpeg,659e4835def05eaca5fd754039ce5d7e3ba020d76a319ea15e03afb011395181,172013
f561ef3f-18c7-44b1-8745-07821f10bdb1,Mapillary,802793723998340,Kolwezi,Congo (Kinshasa),Africa,-10.78079,25.562793299999,2018-07-20 17:52:32.300000+02:00,9wtc5km5x1szsak9zayk60,190,test,img/1/f561ef3f-18c7-44b1-8745-07821f10bdb1.jpeg,no,day,False,driving surface,slightly poor,yes,front/back,clear,acquired_20260908/img/1/f561ef3f-18c7-44b1-8745-07821f10bdb1.jpeg,f99357cc95f1655de077829e61cf8f7209712006866e780150dedadb74e01a50,66420
f64985ce-494b-49ad-accb-f3d7660e7e25,KartaView,1034093810,Maseru,Lesotho,Africa,-29.314099,27.47673,2015-02-15 20:01:56+02:00,2868082,34,train,img/1/f64985ce-494b-49ad-accb-f3d7660e7e25.jpeg,yes,day,False,driving surface,good,no,front/back,clear,acquired_20260908/img/1/f64985ce-494b-49ad-accb-f3d7660e7e25.jpeg,756e06ca7054b0a4e8b319f85fcec5f7037c74ce78601c9689ba56a559d3a001,503835
f81d6e65-e88c-49b7-80e6-800ab1b69de9,Mapillary,3352902574813110,Dodoma,Tanzania,Africa,-6.173344987256684,35.74026882648468,2018-09-20 04:09:05.494000+03:00,fuavQyaoQWil01bUocQnUw,95,test,img/2/f81d6e65-e88c-49b7-80e6-800ab1b69de9.jpeg,no,day,False,driving surface,very poor,no,side,clear,acquired_20260908/img/2/f81d6e65-e88c-49b7-80e6-800ab1b69de9.jpeg,f2060f26d5347aa8d4a631b395534cad8118548efe423f6c7828181df89cd7fb,250123
2fd911da-78c7-4a5b-8e95-72ebf0d0e257,Mapillary,929570611168960,São Tomé,Sao Tome And Principe,Africa,0.3359662115068715,6.739393472671509,2021-05-14 17:36:51.351000+00:00,xmwd521h1xjgiocv2b2icg,53,train,img/2/2fd911da-78c7-4a5b-8e95-72ebf0d0e257.jpeg,no,night,False,driving surface,slightly poor,no,front/back,clear,acquired_20260908/img/2/2fd911da-78c7-4a5b-8e95-72ebf0d0e257.jpeg,c1e805926ba62bf77c4756ebf5016a9310953662b2ad1a9ae46d977ab75fb780,346508
5bcb48bc-d106-4416-8913-88fe8665d698,Mapillary,174561437874711,Nairobi,Kenya,Africa,-1.2912294891072804,36.81999742984772,2017-12-11 19:25:36.216000+03:00,a8erzV2UVdwidMx4OF21fA,157,train,img/2/5bcb48bc-d106-4416-8913-88fe8665d698.jpeg,yes,night,False,driving surface,good,no,front/back,clear,acquired_20260908/img/2/5bcb48bc-d106-4416-8913-88fe8665d698.jpeg,315fb6307be44c2903f54170ddc98dbd2ef9d924575620cf5bafa874a4f3a87b,112794
b26f9308-55c0-457e-af3e-396877ed7edd,Mapillary,974163963122027,Abidjan,Côte d'Ivoire,Africa,5.333043548612977,-4.023839235305786,2016-07-06 19:01:35.535000+00:00,m0XnVQ21Oivykrv7eAV1hg,35,train,img/3/b26f9308-55c0-457e-af3e-396877ed7edd.jpeg,yes,night,False,driving surface,very poor,no,front/back,clear,acquired_20260908/img/3/b26f9308-55c0-457e-af3e-396877ed7edd.jpeg,89b0df509179c9ef0b0c847050d5b297405f4ae4a57a02c2df0a1592f70e6c9e,175251
